Daily Time Spent on Site,Age,Area Income,Daily Internet Usage,Ad Topic Line,City,Sex,Country,Timestamp,Clicked on Ad
59.64,51,71455.62,153.12,Re-contextualized human-resource success,Evansville,Male,Guyana,2016-05-03 01:09:01,Yes
35.98,45,43241.88,150.79,Front-line fresh-thinking installation,Huffmanchester,Female,Ethiopia,2016-06-27 21:51:47,Yes
72.55,22,58953.01,202.34,Balanced empowering success,New Cynthia,Female,Bosnia and Herzegovina,2016-02-08 07:33:22,No
91.15,38,36834.04,184.98,Robust uniform framework,Joshuamouth,Female,Cyprus,2016-02-22 07:04:05,No
80.53,29,66345.1,187.64,Sharable upward-trending support,West Benjamin,Female,Singapore,2016-03-21 08:13:24,No
82.49,45,38645.4,130.84,Assimilated multi-state paradigm,Williamsfort,Female,Dominican Republic,2016-05-31 00:58:37,Yes
80.94,36,60803.0,239.94,Self-enabling local strategy,North Tiffany,Female,Bermuda,2016-01-01 05:31:22,No
61.76,34,33553.9,114.69,Open-source local approach,Edwardsport,Female,Jamaica,2016-05-27 08:53:51,Yes
63.3,38,63071.34,116.19,Polarized intangible encoding,Lake Evantown,Female,Saint Barthelemy,2016-05-09 07:13:27,Yes
36.73,34,46737.34,149.79,Multi-lateral attitude-oriented adapter,South Henry,Male,Albania,2016-06-27 01:56:36,Yes
78.41,33,55368.67,248.23,Multi-lateral 24/7 Internet solution,Harmonhaven,Male,Mozambique,2016-06-03 04:51:46,No
83.98,36,68305.91,194.62,Profit-focused secondary portal,West Gregburgh,Female,Zimbabwe,2016-02-24 00:44:44,No
63.18,45,39211.49,107.92,Reactive upward-trending migration,Hansenland,Female,Georgia,2016-03-05 12:03:41,Yes
50.6,48,65956.71,135.67,Customer-focused fault-tolerant implementation,Port Michaelmouth,Female,Brazil,2016-01-15 22:49:45,Yes
32.6,38,40159.2,190.05,Customizable homogeneous contingency,Tylerport,Female,Syrian Arab Republic,2016-02-12 03:39:09,Yes
60.83,19,40478.83,185.46,Versatile next generation pricing structure,West Lacey,Male,Palestinian Territory,2016-02-19 20:49:27,No
44.72,46,40468.53,123.86,Cross-group systemic customer loyalty,North Jenniferburgh,Male,Grenada,2016-03-12 02:48:18,Yes
78.76,51,66980.27,162.05,Face-to-face modular budgetary management,South Davidhaven,Female,Ghana,2016-07-23 04:04:42,Yes
79.51,39,34942.26,125.11,Proactive non-volatile encryption,North Charlesbury,Male,Brunei Darussalam,2016-03-06 09:33:46,Yes
39.3,32,48335.2,145.73,Decentralized bottom-line help-desk,Jonathanland,Female,Lithuania,2016-02-24 04:11:37,Yes
64.79,30,42251.59,116.07,Visionary mission-critical application,North Virginia,Female,Maldives,2016-02-17 20:22:49,Yes
89.8,36,57330.43,198.24,User-centric attitude-oriented adapter,West Tanner,Female,Lesotho,2016-02-02 04:57:50,No
72.82,34,75769.82,191.82,User-centric discrete success,Jonesmouth,Male,Czech Republic,2016-01-27 16:06:05,No
38.65,31,51812.71,154.77,Total even-keeled architecture,Port Jason,Male,Iceland,2016-05-24 09:50:41,Yes
59.01,30,75265.96,178.75,Focused multimedia implementation,West Annefort,Male,Philippines,2016-02-08 22:45:26,Yes
78.96,50,69868.48,193.15,Stand-alone well-modulated product,East Jason,Female,Cayman Islands,2016-02-12 01:55:38,Yes
63.99,43,72802.42,138.46,Ameliorated bandwidth-monitored contingency,North Cassie,Female,Haiti,2016-01-11 08:18:12,Yes
41.35,27,39193.45,162.46,Streamlined homogeneous analyzer,Hintonport,Male,Colombia,2016-03-03 03:51:27,Yes
62.79,36,18368.57,231.87,Total coherent archive,New James,Male,Luxembourg,2016-05-30 20:08:51,Yes
45.53,29,56129.89,141.58,Front-line neutral alliance,North Destiny,Female,United Arab Emirates,2016-04-22 22:01:21,Yes
51.65,31,58996.56,249.99,Virtual context-sensitive support,Mclaughlinbury,Female,Ireland,2016-05-25 10:39:28,No
54.55,44,41547.62,109.04,Re-engineered optimal policy,West Gabriellamouth,Female,Canada,2016-02-04 03:10:17,Yes
35.66,36,59240.24,172.57,Implemented uniform synergy,Alvarezland,Female,Svalbard & Jan Mayen Islands,2016-02-21 20:09:12,Yes
69.95,28,56725.47,247.01,Horizontal even-keeled challenge,New Julie,Female,Malta,2016-04-28 01:24:34,No
79.83,29,55764.43,234.23,Innovative regional groupware,North Frankstad,Male,Sudan,2016-05-18 19:33:51,No
85.35,37,64235.51,161.42,Exclusive multi-state Internet solution,Claytonside,Male,Ecuador,2016-02-17 11:15:31,No
56.78,28,39939.39,124.32,Mandatory empowering focus group,Melanieton,Female,Senegal,2016-06-19 23:04:45,Yes
78.67,26,63319.99,195.56,Proactive 5thgeneration frame,Lake Michaelport,Female,Cambodia,2016-02-20 09:54:06,No
70.09,21,54725.87,211.17,Automated full-range Internet solution,East Benjaminville,Female,Belarus,2016-01-22 12:58:14,No
60.75,42,69775.75,247.05,Fully-configurable systemic productivity,Garrettborough,Male,Guyana,2016-02-19 13:26:24,No
65.07,24,57545.56,233.85,Multi-lateral multi-state encryption,Port Raymondfort,Female,Mali,2016-01-03 07:13:53,No
35.25,50,47051.02,194.44,Intuitive global website,Waltertown,Female,Iran,2016-01-03 04:39:47,Yes
37.58,52,51600.47,176.7,Exclusive disintermediate Internet solution,Cameronberg,Male,Bulgaria,2016-04-13 13:04:47,Yes
68.01,25,68357.96,188.32,Ameliorated actuating workforce,Kaylashire,Male,Afghanistan,2016-01-01 03:35:35,No
45.08,38,35349.26,125.27,Synergized clear-thinking protocol,Fosterside,Female,Liberia,2016-03-27 08:32:37,Yes
63.04,27,69784.85,159.05,Triple-buffered multi-state complexity,Davidstad,Female,Netherlands Antilles,2016-07-10 16:25:56,Yes
40.18,29,50760.23,151.96,Enhanced intangible portal,Lake Tracy,Female,Hong Kong,2016-06-25 04:21:33,Yes
45.17,48,34418.09,132.07,Down-sized background groupware,Taylormouth,Male,Palau,2016-01-27 14:41:10,Yes
50.48,50,20592.99,162.43,Switchable real-time product,Dianaville,Female,Malawi,2016-05-16 18:51:59,Yes
80.87,28,63528.8,203.3,Ameliorated local workforce,Collinsburgh,Female,Uruguay,2016-02-27 20:20:25,No
41.88,40,44217.68,126.11,Streamlined exuding adapter,Port Rachel,Male,Cyprus,2016-02-28 23:54:44,Yes
39.87,48,47929.83,139.34,Business-focused user-facing benchmark,South Rebecca,Male,Mexico,2016-06-13 06:11:33,Yes
61.84,45,46024.29,105.63,Reactive bi-directional standardization,Port Joshuafort,Male,Niger,2016-05-05 11:07:13,Yes
54.97,31,51900.03,116.38,Virtual bifurcated portal,Robinsontown,Male,France,2016-07-07 12:17:33,Yes
71.4,30,72188.9,166.31,Integrated 3rdgeneration monitoring,Beckton,Female,Japan,2016-05-24 17:07:08,No
70.29,31,56974.51,254.65,Balanced responsive open system,New Frankshire,Male,Norfolk Island,2016-03-30 14:36:55,No
67.26,57,25682.65,168.41,Focused incremental Graphic Interface,North Derekville,Male,Bulgaria,2016-05-27 05:54:03,Yes
76.58,46,41884.64,258.26,Secured 24hour policy,West Sydney,Female,Uzbekistan,2016-01-03 16:30:51,No
54.37,38,72196.29,140.77,Up-sized asymmetric firmware,Lake Matthew,Female,Mexico,2016-06-25 18:17:53,Yes
82.79,32,54429.17,234.81,Distributed fault-tolerant service-desk,Lake Zacharyfurt,Male,Brunei Darussalam,2016-02-24 10:36:43,No
66.47,31,58037.66,256.39,Vision-oriented human-resource synergy,Lindsaymouth,Male,France,2016-03-03 03:13:48,No
72.88,44,64011.26,125.12,Customer-focused explicit challenge,Sarahland,Female,Yemen,2016-04-21 19:56:24,Yes
76.44,28,59967.19,232.68,Synchronized human-resource moderator,Port Julie,Male,Northern Mariana Islands,2016-04-06 17:26:37,No
63.37,43,43155.19,105.04,Open-architected full-range projection,Michaelshire,Male,Poland,2016-03-23 12:53:23,Yes
89.71,48,51501.38,204.4,Versatile local forecast,Sarafurt,Male,Bahrain,2016-02-17 07:00:38,No
70.96,31,55187.85,256.4,Ameliorated user-facing help-desk,South Denise,Female,Saint Pierre and Miquelon,2016-06-26 07:01:47,No
35.79,44,33813.08,165.62,Enterprise-wide tangible model,North Katie,Male,Tonga,2016-04-20 13:36:42,Yes
38.96,38,36497.22,140.67,Versatile mission-critical application,Mauricefurt,Male,Comoros,2016-07-21 16:02:40,Yes
69.17,40,66193.81,123.62,Extended leadingedge solution,New Patrick,Female,Montenegro,2016-03-06 11:36:06,Yes
64.2,27,66200.96,227.63,Phased zero tolerance extranet,Edwardsmouth,Male,Isle of Man,2016-02-11 23:45:01,No
43.7,28,63126.96,173.01,Front-line bifurcated ability,Nicholasland,Female,Mayotte,2016-04-04 03:57:48,Yes
72.97,30,71384.57,208.58,Fundamental modular algorithm,Duffystad,Male,Lebanon,2016-02-11 21:49:00,Yes
51.3,45,67782.17,134.42,Grass-roots cohesive monitoring,New Darlene,Male,Bosnia and Herzegovina,2016-04-22 02:07:01,Yes
51.63,51,42415.72,120.37,Expanded intangible solution,South Jessica,Male,Mongolia,2016-02-01 17:24:57,Yes
55.55,19,41920.79,187.95,Proactive bandwidth-monitored policy,West Steven,Female,Guatemala,2016-03-24 02:35:54,No
45.01,26,29875.8,178.35,Virtual 5thgeneration emulation,Ronniemouth,Female,Brazil,2016-06-03 21:43:21,Yes
